B11,B12,B2,B3,B4,B5,B6,B8,BSI,BSI_Mean,Clay_Ratio,Iron_Ratio,MNDWI,MNDWI_Variance,NDTI,NDVI,NDVI_Entropy,NDVI_Variance,NDWI,date,cloud_cover,lat,lon
2226,1401,344,496,648,1114,1650,2111,0.07862638682126999,0.03671003505587578,1.588865096359743,1.8837209302325582,-0.6355620622634888,0.012294200304540018,0.22746071133167908,0.5302646160125732,1.4648163318634033,0.004401377241065201,-0.6194859992328346,2025-12-19 05:44:08,3.227939,17.96094492854384,73.70869787011705
1172,835,777,1110,1230,1396,1331,1494,0.028033383190631866,0.008844434283673763,1.4035928143712575,1.583011583011583,-0.02716914936900139,0.0012302770415711986,0.16791230692575984,0.0969163030385971,0.6869615912437439,2.9187127605309e-05,-0.14746543778801843,2025-12-25 06:02:44,0.064562,22.937638353552085,70.32007300932959
2618,1771,688,840,900,1377,2009,2458,0.055822327733039856,0.0766981840133667,1.4782608695652173,1.308139534883721,-0.5141700506210327,0.001221341730085997,0.19298245614035087,0.46396663784980774,2.1972246170043945,0.0030656818206635547,-0.49060036385688294,2025-12-23 05:23:00,0.740147,20.911526437078432,79.88050284806309
845,395,332,438,292,497,1306,1802,-0.30479976534843445,-0.27591416239738464,2.1392405063291138,0.8795180722891566,-0.31722524762153625,0.010539444641781791,0.3629032258064516,0.7211079001426697,1.8891592025756836,0.0009375017603743016,-0.6089285714285714,2025-12-25 04:31:16,11.967853,27.613937431135287,93.05961381248082
2281,1813,475,758,1010,1201,1528,1958,0.14989517629146576,0.1711203157901764,1.2581356867071152,2.126315789473684,-0.5011516809463501,0.0018378558371465736,0.11431362970200293,0.31940701603889465,1.8891592025756836,0.002350844809077854,-0.4418262150220913,2025-12-25 05:13:32,0.000325,19.18731030798418,82.483889348153
1489,752,448,662,453,1058,2753,3176,-0.3021918833255768,-0.26094454526901245,1.9800531914893618,1.0111607142857142,-0.3844723403453827,0.00024653484303984976,0.3288710397144132,0.750344455242157,1.6769877672195435,0.0028704681125986614,-0.6550286607608129,2025-12-24 05:42:12,0.00066,24.89989350199745,76.50921111327605
1443,860,433,614,502,915,2212,2354,-0.17793744802474976,-0.20794418454170227,1.677906976744186,1.1593533487297922,-0.40301409363746643,0.0032938078758118186,0.2531480677377334,0.6484593749046326,1.8891592025756836,0.0023414187451884752,-0.5862533692722371,2025-12-23 05:23:17,0.106728,20.452593711923637,79.0470808872375
982,1014,1286,1399,1538,1390,1435,1579,-0.06406684964895248,-0.030891364440321922,0.9684418145956607,1.1959564541213064,0.1751364916563034,0.004327653864084735,-0.01603206412825651,0.013153673149645329,1.522955060005188,0.00020316926979111797,-0.06044325050369376,2025-12-24 05:40:24,0.018374,30.899786120294053,78.78125752303956
1571,1241,1186,1260,1274,1524,1734,1613,0.008150247856974602,0.011526411399245262,1.265914585012087,1.0741989881956155,-0.10985517501831055,0.0002787923474380289,0.11735419630156473,0.1174229308962822,1.831020474433899,0.0022453273293928902,-0.12286808214410025,2025-12-24 04:52:28,0.810979,22.529215477763067,88.40588311611569
593,411,424,442,435,374,489,476,0.06639004498720169,0.06585250794887543,1.4428223844282237,1.025943396226415,-0.14589372277259827,0.0006101854954752171,0.18127490039840638,0.04500548914074898,1.8891592025756836,0.000991223411906026,-0.037037037037037035,2025-12-24 05:40:10,0.005086,31.742572934046212,78.59395050146925
1436,1030,505,684,764,989,1388,1730,-0.007891770452260971,0.031090885400772095,1.3941747572815535,1.5128712871287129,-0.3547169864177704,0.0015324964064355523,0.16463909164639093,0.3873295783996582,1.6769877672195435,0.002884344533204001,-0.43330571665285833,2025-12-16 05:33:16,1.3e-05,20.297536677814257,77.52220645327074
1539,668,174,306,195,639,2092,2846,-0.2705090343952179,-0.2594447731971741,2.303892215568862,1.1206896551724137,-0.6682927012443542,0.0002671373627147015,0.39465337562301767,0.8717527389526367,1.4270610809326172,0.0001339665357799428,-0.8058375634517766,2025-12-16 05:35:07,0.001484,13.744689929944844,74.80073946505497
1399,625,571,674,424,901,2450,2846,-0.3041984736919403,-0.32984307408332825,2.2384,0.7425569176882661,-0.34973469376564026,0.00040603813348365984,0.3824110671936759,0.740672767162323,1.6769877672195435,0.0006436879991456282,-0.6170454545454546,2025-12-23 05:26:20,4.407874,9.787535590990508,76.3437029991887
1497,670,531,744,428,983,3218,3868,-0.39120808243751526,-0.40961575508117676,2.234328358208955,0.8060263653483992,-0.33601072430610657,7.171857458438464e-05,0.3816335948315644,0.800744891166687,1.522955060005188,0.00015338992455720616,-0.6773633998265395,2025-12-16 05:32:18,0.000594,23.81004375725881,77.22597064100322
1868,1038,258,479,387,869,1709,2035,-0.008355321362614632,-0.016500860452651978,1.7996146435452793,1.5,-0.5918193459510803,0.0002793827240744741,0.2856159669649002,0.6804293990135193,1.5810937881469727,0.0003297470275822118,-0.6189339697692919,2025-12-19 05:52:41,0.000179,23.99727761885017,73.29219054709662
2242,1690,599,656,858,1030,1092,1282,0.24472998082637787,0.2310330718755722,1.3266272189349113,1.4323873121869783,-0.5472739934921265,0.00029289040325266826,0.14038657171922686,0.19813084602355957,1.0608569383621216,4.248208058596184e-05,-0.32301341589267285,2025-12-16 05:34:50,0.001038,14.94954017854351,75.76840046965204
1275,1024,555,660,732,821,939,1030,0.11748329550027847,0.1334216147661209,1.2451171875,1.318918918918919,-0.3178294599056244,0.0026338325145766183,0.10917790343627665,0.1691259890794754,1.2730283737182617,0.0010034168580389648,-0.21893491124260356,2025-12-25 05:13:32,0.000325,19.60951571086677,82.88204570629993
989,543,145,254,206,518,1670,1399,-0.12741877138614655,-0.2248850017786026,1.8213627992633517,1.4206896551724137,-0.5913113355636597,0.010118988740710735,0.29112271540469975,0.7433021664619446,2.043191909790039,0.007278973995240061,-0.6926799758015729,2025-12-22 04:21:06,18.004651,27.844951183254814,97.03155018364266
2653,2132,1042,1174,1372,1626,1945,1974,0.1433035135269165,0.09491921961307526,1.2443714821763603,1.3166986564299423,-0.38646459579467773,0.0021926995337019483,0.10888192267502612,0.17991632223129272,1.8891592025756836,0.0015399105128997743,-0.25412960609911056,2025-12-25 05:13:14,0.000142,20.454217716642376,83.68777082147909
1268,608,262,352,270,694,1632,1934,-0.17621853947639465,-0.18357543647289276,2.085526315789474,1.0305343511450382,-0.565432071685791,0.0015462346575646614,0.35181236673773986,0.7549909353256226,1.8891592025756836,0.0008263279632403611,-0.6920384951881015,2025-12-16 05:35:07,0.001484,14.077477967353202,74.92731832695752
2347,1558,536,880,1100,1360,2498,2906,0.000725794758182019,0.012392270378768444,1.506418485237484,2.0522388059701493,-0.45460179448127747,0.002853641052915042,0.20204865556978233,0.45082375407218933,2.043191909790039,0.04344691734425446,-0.5351294241944005,2025-12-19 05:44:05,0.313841,18.081108213939064,74.99287809602977
1620,793,371,553,386,909,2018,2410,-0.16189680993556976,-0.17531818151474,2.042875157629256,1.0404312668463611,-0.49102622270584106,0.0001408104160571059,0.34272689598010775,0.7238912582397461,1.2730283737182617,7.41778907106373e-05,-0.6267296658791766,2025-12-16 05:44:40,0.005587,16.763701323125417,73.37320274908777
2237,1865,1096,1296,1320,1566,1686,1756,0.1100015640258789,0.10725381970405579,1.1994638069705095,1.2043795620437956,-0.26634588837623596,0.00016609371289819406,0.09068746952705997,0.1417425274848938,1.6769877672195435,0.00041368353109781804,-0.15072083879423329,2025-12-25 04:31:06,1.407287,27.948782807209838,95.48462373465054
2310,1615,720,902,988,1365,1897,1932,0.10857142508029938,0.08031976968050003,1.4303405572755419,1.3722222222222222,-0.4383561611175537,0.0009060438221385346,0.1770700636942675,0.3232876658439636,2.043191909790039,0.0014258560926596361,-0.3634438955539873,2025-12-25 05:13:21,0.000178,20.69481457134069,81.1011943302571
2441,1552,542,785,975,1205,1753,2467,0.06334630399942398,0.12014880031347275,1.5728092783505154,1.7988929889298892,-0.5133292078971863,0.003272075364359534,0.22263961933383422,0.43346890807151794,1.7351264953613281,0.002894499039138804,-0.517220172201722,2025-12-25 05:12:31,3.370078,22.66620503605175,83.5473691558245
1296,996,750,1068,1036,1226,1247,1400,0.040606871247291565,0.019113795831799507,1.3012048192771084,1.3813333333333333,-0.0964467003941536,0.0414173450608312,0.13089005235602094,0.14942528307437897,1.8891592025756836,0.01602572298156953,-0.13452188006482982,2025-12-23 06:12:40,1.418817,23.77630665361251,68.39441495962593
1743,1063,324,568,510,1037,2063,2510,-0.11421269923448563,-0.105460986495018,1.6396989651928504,1.5740740740740742,-0.5084379315376282,0.0061382681531671045,0.24233784746970777,0.6622516512870789,2.1972246170043945,0.008688486110090111,-0.6309291747888239,2025-12-21 05:36:09,4.556393,10.365805743974937,76.10681421816511
3513,3233,1938,2295,2609,2646,2632,3108,0.09634670615196228,0.12147510051727295,1.0866068666872875,1.3462332301341589,-0.2097107470035553,0.0015793954768310457,0.04150607767565965,0.08728353679180145,1.4648163318634033,0.00015800767869398694,-0.1504719600222099,2025-12-12 05:49:36,0.645612,34.210066464997794,75.96945498933071
2338,1580,457,644,821,1066,1617,2170,0.091946080327034,0.10728049278259277,1.4797468354430379,1.7964989059080962,-0.5680751204490662,0.0008575754294860695,0.19346605410923942,0.4510197341442108,2.043191909790039,0.0026720718016105417,-0.5422885572139303,2025-12-23 05:23:46,15.269053,18.967351670099514,78.53395231096341
3747,2577,1198,1368,1604,2106,2628,3002,0.12051094323396683,0.11147759109735489,1.4540162980209546,1.33889816360601,-0.4651026427745819,3.906347455023212e-05,0.18500948766603414,0.3035171627998352,1.214889645576477,8.371764237303915e-05,-0.3739130434782609,2025-12-17 05:01:45,1.452922,24.57734633801457,86.41744487234234
1902,1060,429,554,472,1133,1841,2140,-0.039449725300073624,-0.06625259667634964,1.7943396226415094,1.1002331002331003,-0.5488599538803101,0.0026660729212502313,0.28426738690074277,0.6385911107063293,1.7351264953613281,0.0003292125652845337,-0.5887156644394952,2025-12-23 05:23:18,0.149304,19.97151247331379,78.6977081484984
2615,1831,581,806,968,1330,1809,2430,0.08674552291631699,0.10129287093877792,1.4281813216821408,1.666092943201377,-0.5287927389144897,0.002029318446275753,0.1763382816014395,0.4302530884742737,2.043191909790039,0.007060841362957297,-0.5018541409147095,2025-12-23 05:22:45,1.626537,21.837630367716795,79.95657208413304
1314,1149,630,879,1043,1177,1191,1136,0.14334222674369812,0.13439731299877167,1.1436031331592689,1.6555555555555554,-0.198358416557312,0.0010388662255531589,0.06699147381242387,0.042680129408836365,1.0608569383621216,8.096834716765586e-05,-0.12754342431761787,2025-12-24 05:40:10,0.005086,32.45261356883605,78.4361469863102
2728,2217,818,1110,1610,1809,2069,2317,0.1609795242547989,0.16122575104236603,1.2304916553901668,1.9682151589242054,-0.4215737283229828,0.0008531817193268133,0.10333670374115268,0.18003565073013306,1.6769877672195435,0.000633570336028492,-0.35220309308433034,2025-12-25 05:13:35,0.0,19.047005692254334,81.99639293465704
2428,1942,520,750,1100,1424,1711,1958,0.17482517659664154,0.16846223175525665,1.250257466529351,2.1153846153846154,-0.528005063533783,0.000489319831050889,0.11121281464530892,0.28057554364204407,1.8891592025756836,0.0004776381052411516,-0.4460856720827179,2025-12-23 05:22:27,0.948776,22.936558973373426,80.68364459969412
1787,994,252,640,423,1193,2819,3303,-0.23330442607402802,-0.23646211624145508,1.7977867203219315,1.6785714285714286,-0.47259992361068726,0.00034261877039150807,0.2851492268967997,0.772946834564209,2.1972246170043945,0.0024355871987593344,-0.6753740806492519,2025-12-24 05:42:30,4.3e-05,24.289845165748947,75.76114540433508
30,27,320,364,185,138,61,70,-0.28925618529319763,-0.32972806692123413,1.1111111111111112,0.578125,0.8477157354354858,0.00015695258063658853,0.05263157894736842,-0.45098039507865906,1.8891592025756836,0.0007483390724774984,0.6774193548387096,2025-12-19 05:43:39,5.253693,19.119287846961697,73.70977338308218
3037,2028,568,898,1360,1713,1997,2314,0.20813298225402832,0.20176231861114502,1.497534516765286,2.3943661971830985,-0.5435832142829895,0.00024062108256275551,0.19921026653504442,0.2596624791622162,1.2730283737182617,6.699930164010147e-05,-0.44084682440846823,2025-12-24 05:44:29,13.425168,16.46375874212786,74.7647569760277
1488,920,434,552,499,781,1111,1561,-0.0020090406760573387,0.04560965672135353,1.617391304347826,1.1497695852534562,-0.4588235318660736,0.0013135103234696761,0.23588039867109634,0.515533983707428,2.043191909790039,0.0015008966256318719,-0.477520113582584,2025-12-25 05:12:19,0.100033,24.170510071263177,82.46632152914523
1936,975,580,838,571,1405,2979,3652,-0.255972683429718,-0.2408202439546585,1.9856410256410257,0.9844827586206897,-0.3958183228969574,0.00026230201938018085,0.33012710408794227,0.7295761108398438,1.8891592025756836,0.0005562727349131239,-0.6267260579064587,2025-12-25 05:12:05,19.171667,24.528848208656484,82.15515613435424
2356,1721,1480,1580,1428,1856,2378,2408,-0.01355578750371933,-0.03666631504893303,1.36897152818129,0.9648648648648649,-0.1971544772386551,0.0002470351505326978,0.15575177826833456,0.2554744482040405,1.6769877672195435,0.00025405071479959557,-0.20762286860581744,2025-12-13 05:21:54,0.104386,24.95282365865921,81.52791791678743
2394,1531,586,787,869,1439,2366,2964,-0.04212534800171852,-0.03831830620765686,1.5636838667537558,1.4829351535836177,-0.5051870346069336,0.0001369049728994456,0.21987261146496814,0.546569287776947,1.6769877672195435,0.000372901709713997,-0.5803785657158091,2025-12-23 05:23:18,0.149304,20.427854140717525,78.65004409270543
733,449,1228,1418,1202,1484,1513,1344,-0.14133569598197937,-0.12329978495836258,1.6325167037861916,0.9788273615635179,0.3184565305709839,0.025754736899672274,0.24027072758037224,0.05577376112341881,1.5810937881469727,0.0017865113981290143,0.026792179580014484,2025-12-25 05:13:57,1.838693,17.508932133476705,83.00758155498755
2333,1453,520,750,921,1375,1978,2468,0.04261454567313194,0.048509277403354645,1.6056434962147281,1.771153846153846,-0.5134609341621399,0.00026207776804356954,0.2324352879027998,0.4564768373966217,1.7351264953613281,0.003522011221901581,-0.5338719701678061,2025-12-16 05:33:13,0.000394,19.89799365458147,78.31196901526258
2622,1642,369,600,820,1299,1887,2588,0.07579309493303299,0.10323231667280197,1.5968331303288672,2.2222222222222223,-0.6275604963302612,0.0003867156382182873,0.2298311444652908,0.5187793374061584,1.8891592025756836,0.0007771439229109747,-0.6235884567126725,2025-12-25 05:12:42,0.000313,22.572206679335363,84.23728472035141
2490,1684,698,1066,1470,1471,2097,2811,0.060382917523384094,0.055729642510414124,1.4786223277909738,2.1060171919770774,-0.4004499316215515,0.002805690388019144,0.19310014374700527,0.3132445812225342,2.1972246170043945,0.005671590400349801,-0.4500902759865876,2025-12-25 05:12:31,3.370078,22.726717937665935,83.40769729069102
1399,1248,475,462,458,1117,1060,504,0.3095909655094147,0.1547166258096695,1.1209935897435896,0.9642105263157895,-0.5034927725791931,0.02159851487353505,0.057045712126936154,0.04781704768538475,2.1972246170043945,0.0033068978412335113,-0.043478260869565216,2025-12-24 05:39:43,0.03078,33.82003552965029,77.48876132954454
32,40,402,540,336,228,70,60,-0.11325301229953766,-0.10267088562250137,0.8,0.835820895522388,0.8881118893623352,0.00011866030176508089,-0.1111111111111111,-0.6969696879386902,1.002718210220337,0.00013072594810381588,0.8,2025-12-23 05:23:17,0.106728,20.717101798701904,79.16716334781755
2458,2208,808,1136,1372,1506,1583,1738,0.2013801783323288,0.1894584596157074,1.1132246376811594,1.698019801980198,-0.36783528327941895,0.0006410644371313001,0.053579082726103726,0.11768488585948944,1.3107836246490479,8.970128079130908e-05,-0.20946416144746,2025-12-24 05:40:01,0.118485,32.605701041235974,76.69797867591468
2063,1404,432,691,756,1140,2026,2500,-0.019648756831884384,-0.016548817977309227,1.4693732193732194,1.75,-0.498184472322464,0.00180000826234424,0.1900778771271993,0.5356265306472778,2.043191909790039,0.002532314293656807,-0.5669069257286117,2025-12-16 05:42:01,0.000907,25.70670838286356,77.69645355854664
2913,2078,1820,1814,1948,2238,2430,2656,0.04123380035161972,0.03260447457432747,1.4018286814244465,1.0703296703296703,-0.23249417543411255,0.00023452139111496129,0.16730114205570026,0.15377932786941528,1.1490596532821655,8.543571653621098e-05,-0.1883668903803132,2025-12-13 05:21:54,0.104386,24.992780053398306,81.82412810158257
2414,2185,521,706,1086,1358,1465,1522,0.26285403966903687,0.2495451718568802,1.1048054919908468,2.0844529750479848,-0.5474358797073364,0.0002638146163176616,0.04979343335507719,0.16717791557312012,1.214889645576477,0.00015887820608676613,-0.36624775583482944,2025-12-16 05:34:14,0.000495,16.38664608143476,77.4135404512389
2665,2494,3066,3292,3456,3239,3343,3560,-0.03961716592311859,-0.03435337170958519,1.0685645549318363,1.1272015655577299,0.10525432229042053,0.00014057353007925703,0.03314595851909285,0.014823260717093945,1.0986123085021973,7.402673915340524e-05,-0.03911266783420899,2025-12-17 05:49:43,10.47885,34.235060796306406,76.63002165912488
2117,1223,539,738,738,1348,1915,2374,-0.010055478662252426,0.020417384803295135,1.730989370400654,1.3692022263450836,-0.48301225900650024,0.000766548933715589,0.26766467065868266,0.525706946849823,1.8891592025756836,0.0022292405361804177,-0.525706940874036,2025-12-24 05:02:39,0.004691,22.61194196840532,85.39408993005752
5833,5188,1788,2367,2928,3396,3943,4488,0.16525903344154358,0.1855989545583725,1.124325366229761,1.6375838926174497,-0.4226829409599304,0.0008362666978997494,0.058524634788131746,0.2103559821844101,1.8891592025756836,0.0007812231187021013,-0.30940919037199127,2025-12-16 05:30:15,0.000607,30.803611527722495,79.80271338505909
1470,995,397,632,718,1004,1792,2086,-0.0631556436419487,-0.06457533687353134,1.4773869346733668,1.8085642317380353,-0.39866793155670166,0.001462389454103214,0.1926977687626775,0.48787447810173035,2.1972246170043945,0.0028216158495054777,-0.5349521707137601,2025-12-19 05:43:04,2.670721,21.159954562026602,75.5300644977961
3006,2116,601,900,1200,1409,2054,2529,0.14667393267154694,0.16750842332839966,1.4206049149338373,1.9966722129783694,-0.539170503616333,0.0029077801823310287,0.17376024990238187,0.35639581084251404,2.043191909790039,0.004116282406195203,-0.47506561679790027,2025-12-19 05:52:27,3.367547,24.487056462127573,73.48700383262491
1739,1436,753,937,1114,1324,1695,1880,0.04010207951068878,0.04866091161966324,1.2110027855153203,1.4794156706507304,-0.2997010350227356,0.0003814936350235751,0.09543307086614174,0.25584501028060913,2.1972246170043945,0.002933412883966893,-0.3347532836350728,2025-12-25 06:02:55,0.00028,22.464947107073158,71.45997152950918
1591,1415,883,1206,1524,1554,1440,1650,0.10304532945156097,0.10998279601335526,1.124381625441696,1.725934314835787,-0.13764747977256775,0.056488005631204374,0.05854956753160346,0.039697542786598206,1.7351264953613281,0.0008207578923838199,-0.15546218487394958,2025-12-24 05:39:46,0.178725,33.8917497507652,76.89204194412481
1522,929,394,678,554,987,2131,2474,-0.16019417345523834,-0.14222314953804016,1.6383207750269106,1.4060913705583757,-0.38363635540008545,0.001174793197186213,0.2419420644634843,0.6340819001197815,2.043191909790039,0.0015408609599061565,-0.5697969543147208,2025-12-20 05:23:57,2.830245,18.405709199347974,80.47460988769949
2809,2016,1758,1802,1776,2151,2374,2662,0.018323153257369995,0.028518196195364,1.3933531746031746,1.0102389078498293,-0.2183908075094223,0.0004148218421090712,0.16435233160621762,0.1996394842863083,0.9368883371353149,0.00023631247661391896,-0.19265232974910393,2025-12-17 05:01:49,2.331333,24.418465971370157,86.0666628829171
3250,2260,629,907,1318,1518,1809,2405,0.2017890065908432,0.22838282585144043,1.4380530973451326,2.0953895071542132,-0.5636276006698608,0.001300520424213975,0.17967332123411978,0.29196885228157043,2.043191909790039,0.002891699766269795,-0.4522946859903382,2025-12-24 05:42:15,7.3e-05,24.664979087033675,75.60692099890578
1445,1243,324,477,624,783,842,860,0.27205654978752136,0.1954716145992279,1.162510056315366,1.9259259259259258,-0.5036420226097107,0.0037786693680376005,0.07514880952380952,0.15902964770793915,1.8891592025756836,0.0006302982339017111,-0.28646222887060585,2025-12-24 05:44:43,0.010413,16.228974258426003,74.41027900140483
938,375,432,726,429,1201,2235,2534,-0.36902838945388794,-0.3854898512363434,2.501333333333333,0.9930555555555556,-0.1274038404226303,0.00015433249072170486,0.4287890327494288,0.7104285955429077,1.6769877672195435,0.00037745058148293725,-0.554601226993865,2025-12-25 05:14:36,0.334262,15.7783205137495,80.93454790243698
3244,2404,1188,1388,1714,1998,2224,2532,0.14265960454940796,0.1327657848596573,1.3494176372712146,1.4427609427609427,-0.40069085359573364,0.0002869032335788773,0.14872521246458922,0.1926519125699997,1.6769877672195435,0.00019158775935035344,-0.29183673469387755,2025-12-17 05:01:42,0.576235,24.78151080826794,87.12950382584968
1441,760,357,636,439,986,2081,1831,-0.07571288198232651,-0.14862127602100372,1.8960526315789474,1.2296918767507004,-0.38757824897766113,0.08904386860307162,0.30940481599273056,0.6132158637046814,2.1972246170043945,0.08068162799125332,-0.4843940008107013,2025-12-21 05:34:09,12.040006,17.963955604641175,77.65174813948836
1358,559,186,438,200,799,2411,2854,-0.32231405377388,-0.34280532598495483,2.4293381037567086,1.075268817204301,-0.5122494697570801,0.0009388600918911472,0.41679707876890976,0.8690242171287537,1.1490596532821655,0.000130549887769307,-0.7339003645200486,2025-12-09 04:16:37,14.252132,7.908271225906819,93.38612075108763
2813,1677,481,716,1050,1306,1921,2558,0.11938568204641342,0.17035773396492004,1.6774001192605843,2.182952182952183,-0.5942193269729614,0.0010602085333969076,0.25300668151447664,0.4179600775241852,1.831020474433899,0.004509837624726096,-0.5626145387904704,2025-12-24 05:44:43,0.010413,15.452507708899818,74.90985708898262
1748,843,520,698,550,1055,2310,3108,-0.22443468868732452,-0.17151063680648804,2.073546856465006,1.0576923076923077,-0.42927229404449463,0.0012181585597654315,0.3492859899652644,0.6992892026901245,1.7351264953613281,0.0005350307593212891,-0.6332107199159223,2025-12-20 05:24:49,3.432968,16.014083304072706,78.77401310652671
1882,1619,356,636,608,1169,1884,2686,-0.09978307783603668,-0.007042795419692993,1.1624459542927734,1.7078651685393258,-0.4948371648788452,0.004367261082259254,0.07512139388746072,0.6308439373970032,2.043191909790039,0.02152890901145484,-0.617098133654425,2025-12-07 05:50:48,0.000143,29.924655040363547,74.96011706618738
1921,1689,514,648,840,955,1178,1370,0.18880516290664673,0.15653111040592194,1.137359384251036,1.6342412451361867,-0.4955235421657562,0.00037387270505970547,0.06426592797783934,0.2398190051317215,1.8891592025756836,0.0029915971245398046,-0.35777998017839446,2025-12-16 05:32:18,0.000594,24.377074246879506,77.89724928112037
1851,1005,479,634,518,1179,2546,3232,-0.2207236886024475,-0.2122068703174591,1.8417910447761194,1.081419624217119,-0.48973843455314636,0.00010363000177804338,0.296218487394958,0.7237333059310913,0.9368883371353149,3.3353590986094796e-05,-0.6720124159337817,2025-12-23 05:23:02,0.58597,20.812314042334656,79.09847537587991
1713,841,91,422,410,899,1898,2216,-0.041534990072250366,-0.06023852154612541,2.036860879904875,4.5054945054945055,-0.6046838164329529,0.0007031989035072171,0.341425215348473,0.6877380013465881,1.831020474433899,0.0006353944596838209,-0.6800606520090978,2025-12-24 05:03:36,2.749754,19.859220199191856,85.98396556778944
1284,1084,920,1138,1305,1330,1384,1350,0.06565137207508087,0.06720459461212158,1.1845018450184501,1.4184782608695652,-0.06028075888752937,0.0014531811169890805,0.08445945945945946,0.016949152573943138,1.5810937881469727,0.0002588479523635307,-0.08520900321543408,2025-12-24 05:40:10,0.005086,32.04661642061736,78.59496746563934
1567,787,297,384,252,601,1948,2593,-0.227436825633049,-0.22340050339698792,1.991105463786531,0.8484848484848485,-0.6063557267189026,0.00017223187548470124,0.33135089209855567,0.8228471279144287,1.0608569383621216,3.925582061390129e-05,-0.7420221699697682,2025-12-23 05:26:02,5.67743,10.471998182404796,76.99247122627136
2483,1894,532,761,954,1161,1468,1765,0.19881409406661987,0.19673722982406616,1.3109820485744457,1.7932330827067668,-0.5308261513710022,0.0006657220848867872,0.13456705506054376,0.29827141761779785,1.6769877672195435,0.0009320407980908755,-0.3974663499604117,2025-12-19 05:52:55,0.000362,23.09406196079527,73.61791593213839
2507,2131,1817,2325,2856,2925,2997,3223,0.031048735603690147,0.02090129815042019,1.1764429845143125,1.5718216840946615,-0.03766556456685066,0.002733558489567031,0.08106942647692972,0.060371771454811096,1.7351264953613281,0.00023361083557422847,-0.16186012977649603,2025-12-24 05:39:58,0.064011,32.862546949038936,77.39855281230965
2113,1697,956,1208,1274,1581,1886,1953,0.07592122256755829,0.06901031732559204,1.2451384796700058,1.3326359832635983,-0.27250829339027405,0.00015722744182047578,0.10918635170603674,0.2104121446609497,1.2730283737182617,9.012326577699669e-05,-0.23568490983865864,2025-12-15 05:11:33,0.191413,26.308900398548328,83.37117471749386
1156,574,188,357,268,648,1448,1906,-0.19044911861419678,-0.1973060518503189,2.013937282229965,1.425531914893617,-0.5280898809432983,0.0035961845778162724,0.33641618497109826,0.7534498572349548,2.043191909790039,0.0012951226897423378,-0.6844896155545735,2025-12-19 05:54:11,12.609494,18.888994521110916,72.92342809298646
1052,775,246,368,401,723,1291,1535,-0.10142238438129425,-0.06454535573720932,1.3574193548387097,1.6300813008130082,-0.4816901385784149,0.004540586005955009,0.15161466885604816,0.58574378490448,2.043191909790039,0.013373707488832388,-0.6132422490803994,2025-12-19 05:43:18,2.072996,20.427413614540534,75.92726859319708
996,412,194,240,179,532,1825,2280,-0.35598793625831604,-0.3666042983531952,2.4174757281553396,0.9226804123711341,-0.6116504669189453,0.003980083544313118,0.4147727272727273,0.8544123768806458,1.214889645576477,0.00011035863013554426,-0.8095238095238095,2025-12-23 04:30:40,7.286272,28.338232666564828,95.9653147378386
254,144,1562,1704,1302,1244,814,688,-0.18234366178512573,-0.1805679202079773,1.7638888888888888,0.8335467349551856,0.7405515909194946,1.89721659854906e-05,0.27638190954773867,-0.30854272842407227,1.0608569383621216,6.685319281612361e-05,0.42474916387959866,2025-12-20 05:15:11,12.505108,13.56319836856148,80.16173795055559
81,49,335,483,290,259,192,180,-0.16252821683883667,-0.14064942300319672,1.653061224489796,0.8656716417910447,0.7127659320831299,0.00020642187404066684,0.24615384615384617,-0.23404255509376526,1.4270610809326172,0.00019636265477385173,0.45701357466063347,2025-12-24 05:42:01,0.000969,25.997647647802417,75.39771129204205
2026,1400,619,698,790,962,1187,1484,0.14494815468788147,0.1610279381275177,1.447142857142857,1.2762520193861067,-0.4875183701515198,0.00015334028922249962,0.18272037361354349,0.3051891028881073,1.522955060005188,0.0011178900928892682,-0.3602199816681943,2025-12-22 04:20:51,16.194907,28.610388631487496,96.41297994992182
1654,1383,443,644,848,1153,1481,1768,0.06174411252140999,0.047774817794561386,1.1959508315256688,1.9142212189616252,-0.43951261043548584,0.000316355251896969,0.08923279552189661,0.3516819477081299,2.043191909790039,0.005568537809347419,-0.4660033167495854,2025-12-19 05:43:25,3.313013,20.532937601412186,73.88996339817366
1613,855,1028,1136,866,1333,2482,2792,-0.21289093792438507,-0.1901988685131073,1.8865497076023392,0.8424124513618677,-0.173517644405365,0.0001460296824163808,0.3071312803889789,0.5265172123908997,1.8891592025756836,0.0029103959552243294,-0.4215885947046843,2025-12-20 05:15:11,12.505108,12.89244278047372,80.20596956862742
2305,2139,3144,3100,2896,3102,3313,3588,-0.12829966843128204,-0.1289782077074051,1.077606358111267,0.9211195928753181,0.1470860242843628,3.1179666835002344e-05,0.03735373537353735,0.10672424733638763,0.6869615912437439,2.3665902339744467e-05,-0.0729665071770335,2025-12-19 05:50:09,19.769706,32.57126377041079,75.84970104893159
1584,1361,1472,1366,966,1686,3113,3288,-0.302325576543808,-0.30370986461639404,1.1638501102130787,0.65625,-0.0738983079791069,0.0059519936870763525,0.07572156196943973,0.5458391904830933,1.4270610809326172,0.0018457311696127793,-0.4129780833691448,2025-12-19 04:52:22,10.96718,23.297760936359875,88.34060666420571
