B11,B12,B2,B3,B4,B5,B6,B8,BSI,BSI_Mean,Clay_Ratio,MNDWI,MNDWI_Variance,NDTI,NDVI,NDVI_Entropy,NDVI_Variance,NDWI,actual_date,days_diff,lat,lon,target_date
6280.0,5149.0,8424.0,7808.0,7712.0,8041.0,7581.0,7264.0,-0.05714285746216774,-0.05702309310436249,1.219654301806176,0.10846110433340073,1.1740781790978457e-05,0.09895878904541079,-0.029914529994130135,0.6869615912437439,1.1498386229448718e-05,0.036093418259023353,2023-12-25,0.002237141539351852,26.660322,77.949228,2023-12-23
6729.0,5720.0,7688.0,7392.0,7416.0,7415.0,7479.0,7744.0,-0.04351354017853737,-0.03875621780753136,1.1763986013986014,0.04695134982466698,0.00017244132840048797,0.08105068680215279,0.021635884419083595,0.3488321006298065,9.544573970822382e-06,-0.023255813953488372,2023-12-25,0.005762649502314815,25.435959,76.581781,2023-12-31
2182.0,1817.0,1678.0,1826.0,1760.0,1995.0,2473.0,2463.0,-0.02461957186460495,-0.028836918994784355,1.200880572372042,-0.08882235735654831,6.0466081927069824e-05,0.09127281820455113,0.16646933555603027,1.214889645576477,8.509346301492175e-05,-0.1485194684075542,2024-01-01,0.0007689026041666667,22.576946,77.167978,2024-01-02
2752.0,2249.0,1592.0,2008.0,2186.0,2521.0,2607.0,2656.0,0.07511430233716965,0.0892014130949974,1.223654957759004,-0.1563025265932083,0.00023246634555532418,0.10057988402319536,0.09706732630729675,1.522955060005188,0.0002231865456398946,-0.13893653516295026,2023-12-25,0.008762649502314816,25.526994,76.518179,2024-01-03
2960.0,2668.0,1754.0,2002.0,2172.0,2388.0,2367.0,2368.0,0.1091419905424118,0.08535561710596085,1.1094452773613193,-0.19306731224060059,0.004431602253055395,0.051883439943141436,0.043171804398298264,1.3107836246490479,0.00034255202582818126,-0.08375286041189932,2023-12-25,0.008762649502314816,25.536358,76.518743,2024-01-03
1011.0,785.0,730.0,1020.0,1222.0,1101.0,1434.0,1772.0,-0.05681098252534866,0.030607473105192184,1.2878980891719745,0.004431314766407013,0.01290009999669898,0.12583518930957685,0.18370074033737183,1.831020474433899,0.006919848947011327,-0.2693409742120344,2024-01-14,0.009237311898148148,25.709157,76.474932,2024-01-05
1973.0,1338.0,420.0,675.0,670.0,979.0,1629.0,1921.0,0.060593899339437485,0.0343489870429039,1.4745889387144993,-0.4901812672615051,0.0013500449115180719,0.19178495922681968,0.4828251600265503,1.831020474433899,0.0021041713090676297,-0.47996918335901384,2024-01-12,0.0012101130555555555,21.929645,84.013167,2024-01-11
1925.0,1371.0,700.0,852.0,733.0,1295.0,2148.0,2188.0,-0.04147133231163025,-0.06903111189603806,1.4040846097738877,-0.3863881826400757,0.0014659427244517866,0.16808252427184467,0.4981170892715454,2.043191909790039,0.002467520800157688,-0.4394736842105263,2024-02-01,0.006244868715277778,22.581877,73.151901,2024-01-26
105.0,91.0,406.0,469.0,288.0,225.0,119.0,105.0,-0.1305309683084488,-0.14955668151378632,1.1538461538461537,0.6341463327407837,0.00012339373879689653,0.07142857142857142,-0.4656488597393036,2.043191909790039,0.0014282873489476335,0.6341463414634146,2024-02-08,0.0017606523148148145,16.127786,73.462497,2024-02-10
2439.0,2274.0,1286.0,1622.0,2066.0,2235.0,2166.0,2232.0,0.12302131205797195,0.13558971881866455,1.0725593667546174,-0.20118197798728943,0.0006782193281795005,0.03500954805856143,0.03862261399626732,1.2730283737182617,7.878358202091651e-05,-0.15827711468604047,2024-02-16,0.0017549581597222222,21.907764,73.346706,2024-02-18
