B11,B12,B2,B3,B4,B5,B6,B8,BSI,BSI_Mean,Clay_Ratio,Iron_Ratio,MNDWI,MNDWI_Variance,NDTI,NDVI,NDVI_Entropy,NDVI_Variance,NDWI,date,cloud_cover,lat,lon,id,dist_to_infra_km
1853.0,955.0,844.0,1078.0,848.0,1441.0,2375.0,2642.0,-0.126878947019577,-0.1441405564546585,1.9403141361256544,1.004739336492891,-0.2644148766994476,0.0003532016093749,0.3198005698005698,0.5140401124954224,1.5810937881469729,0.0008386092545151,-0.4204301075268817,2025-12-25 05:11:18,8.207076,27.421074047748395,83.84425704329554,22,0.23936787481236385
1419.0,896.0,730.0,954.0,804.0,1246.0,2209.0,2298.0,-0.1533041298389434,-0.1406368315219879,1.5837053571428572,1.1013698630136983,-0.1959544867277145,0.0011264238044002,0.2259179265658747,0.4816247522830963,2.043191909790039,0.0170524234526439,-0.4132841328413284,2025-12-25 05:11:18,8.207076,27.421074047748395,83.85324019613674,23,0.16951964786048307
1994.0,2028.0,1428.0,1578.0,1624.0,1703.0,1595.0,1815.0,0.0546567551791667,0.0845942124724388,0.9832347140039448,1.1372549019607845,-0.1164613664150238,0.0041370021412727,-0.0084535057185479,0.0555393993854522,1.6769877672195437,0.0007276731304187,-0.0698496905393457,2025-12-25 05:11:18,8.207076,27.421074047748395,83.86222334897793,24,0.31539486795046645
1109.0,754.0,740.0,854.0,734.0,880.0,1165.0,1094.0,0.0024476475082337,0.006660153158009,1.4708222811671088,0.991891891891892,-0.1299032121896743,0.0059313737215823,0.190552871712292,0.196936547756195,1.831020474433899,0.0050065798910891,-0.1232032854209445,2025-12-25 05:11:18,8.207076,27.421074047748395,83.87120650181913,25,1.0400275623483908
1265.0,615.0,404.0,544.0,368.0,865.0,1855.0,2167.0,-0.2231208384037017,-0.2435493022203445,2.0569105691056917,0.9108910891089108,-0.3985627293586731,0.0004765147325689,0.3457446808510638,0.7096647024154663,2.043191909790039,0.0009167092112874,-0.5986720767244559,2025-12-25 05:11:18,8.207076,27.421074047748395,83.88018965466033,26,0.4611432982051156
1227.0,566.0,395.0,446.0,364.0,771.0,1799.0,2033.0,-0.2082607597112655,-0.2284068018198013,2.1678445229681977,0.9215189873417722,-0.4668260514736175,0.000955521582571,0.3686558839933073,0.6962870359420776,1.4270610809326172,0.0005053995717128,-0.6401774909237595,2025-12-25 05:11:18,8.207076,27.421074047748395,83.88917280750152,27,0.40510476075639984
660.0,378.0,502.0,664.0,530.0,899.0,1039.0,1122.0,-0.15422885119915,-0.1449009329080581,1.746031746031746,1.0557768924302788,0.0030211480334401,0.0170310355448136,0.2716763005780346,0.3583535254001617,1.889159202575684,0.0020559296493182,-0.2564389697648376,2025-12-25 05:11:18,8.207076,27.421074047748395,83.89815596034272,28,0.09308750687147482
1323.0,1054.0,662.0,869.0,858.0,1032.0,1208.0,1344.0,0.0417960360646247,0.0599586479365825,1.2552182163187855,1.29607250755287,-0.2071167826652526,0.0014667935185335,0.1131678586453512,0.2207084447145462,1.4270610809326172,0.0001660711627912,-0.2146407591504744,2025-12-25 05:11:18,8.207076,27.421074047748395,83.9071391131839,29,0.14597782290565042
1594.0,829.0,599.0,796.0,658.0,1182.0,2241.0,2503.0,-0.1587598025798797,-0.1677672266960144,1.9227985524728588,1.0984974958263771,-0.333891212940216,0.0002504774932108,0.3157243087082129,0.5836760401725769,2.1972246170043945,0.0012665271174922,-0.5174295240982115,2025-12-25 05:11:18,8.207076,27.421074047748395,83.9161222660251,30,0.05947142663445614
1643.0,1230.0,790.0,848.0,808.0,1026.0,1811.0,2177.0,-0.095238097012043,-0.1648928076028823,1.3357723577235772,1.0227848101265822,-0.3191489279270172,0.0025763579167925,0.1437521754263835,0.4586264789104461,2.1972246170043945,0.0105650469652849,-0.4393388429752066,2025-12-25 05:11:18,8.207076,27.421074047748395,83.9251054188663,31,0.7907687295244735
1538.0,1189.0,686.0,790.0,758.0,1152.0,1449.0,1785.0,-0.0367107205092906,-0.0391793511807918,1.293523969722456,1.1049562682215743,-0.3213058412075043,0.0045697285362193,0.1279794646131279,0.4038537144660949,2.043191909790039,0.0135942032455208,-0.3864077669902913,2025-12-25 05:11:18,8.207076,27.4120908949072,83.85324019613674,32,0.33853077456436426
1983.0,1960.0,1254.0,1430.0,1472.0,1760.0,1702.0,1582.0,0.0983945354819297,0.0673809498548507,1.011734693877551,1.1738437001594897,-0.1620275378227234,0.0102639547764942,0.0058331219883337,0.0360183380544185,1.464816331863403,0.000303377724061,-0.0504648074369189,2025-12-25 05:11:18,8.207076,27.4120908949072,83.86222334897793,33,0.5705301013263632
1403.0,671.0,472.0,611.0,421.0,936.0,2046.0,2709.0,-0.2711288630962372,-0.2259909510612487,2.090909090909091,0.8919491525423728,-0.3932472765445709,0.0011975486051933,0.3529411764705882,0.7309904098510742,1.5810937881469729,0.0001450306980684,-0.6319277108433735,2025-12-25 05:11:18,8.207076,27.4120908949072,83.87120650181913,34,1.207845272354896
