id,lat,lon
0,27.44802350627198,83.93408857170749
1,27.44802350627198,83.94307172454869
2,27.439040353430784,83.85324019613674
3,27.439040353430784,83.86222334897793
4,27.439040353430784,83.88917280750152
5,27.439040353430784,83.89815596034272
6,27.439040353430784,83.9071391131839
7,27.439040353430784,83.9161222660251
8,27.439040353430784,83.9251054188663
9,27.439040353430784,83.93408857170749
10,27.439040353430784,83.94307172454869
11,27.43005720058959,83.84425704329554
12,27.43005720058959,83.85324019613674
13,27.43005720058959,83.86222334897793
14,27.43005720058959,83.87120650181913
15,27.43005720058959,83.88018965466033
16,27.43005720058959,83.88917280750152
17,27.43005720058959,83.89815596034272
18,27.43005720058959,83.9071391131839
19,27.43005720058959,83.9161222660251
20,27.43005720058959,83.9251054188663
21,27.43005720058959,83.93408857170749
22,27.421074047748395,83.84425704329554
23,27.421074047748395,83.85324019613674
24,27.421074047748395,83.86222334897793
25,27.421074047748395,83.87120650181913
26,27.421074047748395,83.88018965466033
27,27.421074047748395,83.88917280750152
28,27.421074047748395,83.89815596034272
29,27.421074047748395,83.9071391131839
30,27.421074047748395,83.9161222660251
31,27.421074047748395,83.9251054188663
32,27.4120908949072,83.85324019613674
33,27.4120908949072,83.86222334897793
34,27.4120908949072,83.87120650181913
35,27.4120908949072,83.88018965466033
36,27.4120908949072,83.88917280750152
37,27.4120908949072,83.9071391131839
38,27.403107742066005,83.86222334897793
39,27.403107742066005,83.87120650181913
40,27.403107742066005,83.88018965466033
41,27.39412458922481,83.87120650181913
42,27.358191977860027,83.88018965466033
43,27.349208825018835,83.86222334897793
44,27.349208825018835,83.87120650181913
45,27.34022567217764,83.86222334897793
46,27.33124251933644,83.84425704329554
47,27.33124251933644,83.85324019613674
48,27.32225936649525,83.83527389045435
49,27.32225936649525,83.84425704329554
50,27.32225936649525,83.85324019613674
51,27.313276213654053,83.85324019613674
52,27.313276213654053,83.86222334897793
53,27.27734360228927,83.99697064159587
54,27.268360449448075,83.98798748875467
55,27.268360449448075,83.99697064159587
56,27.268360449448075,84.00595379443706
57,27.25937729660688,83.97900433591347
58,27.25937729660688,83.98798748875467
59,27.25937729660688,83.99697064159587
60,27.25937729660688,84.00595379443706
61,27.25937729660688,84.01493694727826
62,27.25039414376569,83.98798748875467
63,27.25039414376569,83.99697064159587
64,27.25039414376569,84.00595379443706
65,27.24141099092449,83.99697064159587
66,27.232427838083296,84.02392010011944
67,27.2234446852421,84.01493694727826
68,27.2234446852421,84.02392010011944
69,27.2234446852421,84.03290325296064
70,27.214461532400904,84.00595379443706
71,27.214461532400904,84.01493694727826
72,27.214461532400904,84.02392010011944
73,27.214461532400904,84.03290325296064
74,27.214461532400904,84.04188640580183
75,27.20547837955971,84.01493694727826
76,27.20547837955971,84.02392010011944
77,27.20547837955971,84.03290325296064
78,27.196495226718515,84.02392010011944
79,27.196495226718515,84.05985271148423
80,27.18751207387732,84.05086955864303
81,27.18751207387732,84.05985271148423
82,27.18751207387732,84.06883586432542
83,27.17852892103613,84.04188640580183
84,27.17852892103613,84.05086955864303
85,27.17852892103613,84.05985271148423
86,27.17852892103613,84.06883586432542
87,27.17852892103613,84.07781901716662
88,27.16954576819493,83.97900433591347
89,27.16954576819493,83.98798748875467
90,27.16954576819493,84.05086955864303
91,27.16954576819493,84.05985271148423
92,27.16954576819493,84.06883586432542
93,27.160562615353733,83.97002118307228
94,27.160562615353733,83.97900433591347
95,27.160562615353733,84.05985271148423
96,27.15157946251254,83.96103803023108
97,27.15157946251254,83.97002118307228
98,27.142596309671344,84.05086955864303
99,27.133613156830148,84.04188640580183
100,27.133613156830148,84.05086955864303
101,27.133613156830148,84.05985271148423
102,27.12463000398895,84.03290325296064
103,27.12463000398895,84.04188640580183
104,27.12463000398895,84.05086955864303
105,27.12463000398895,84.05985271148423
106,27.12463000398895,84.06883586432542
107,27.11564685114776,84.04188640580183
108,27.11564685114776,84.05086955864303
109,27.11564685114776,84.05985271148423
110,27.11564685114776,84.08680217000781
111,27.10666369830656,84.05086955864303
112,27.10666369830656,84.07781901716662
113,27.10666369830656,84.08680217000781
114,27.10666369830656,84.09578532284901
115,27.09768054546537,84.06883586432542
116,27.09768054546537,84.07781901716662
117,27.09768054546537,84.08680217000781
118,27.09768054546537,84.09578532284901
119,27.09768054546537,84.10476847569021
120,27.088697392624173,84.07781901716662
121,27.088697392624173,84.08680217000781
122,27.088697392624173,84.09578532284901
123,27.088697392624173,84.10476847569021
124,27.088697392624173,84.1137516285314
125,27.079714239782977,84.08680217000781
126,27.079714239782977,84.09578532284901
127,27.079714239782977,84.10476847569021
128,27.07073108694178,84.09578532284901
129,26.82818596022951,84.42816197797323
130,26.82818596022951,84.43714513081443
131,26.819202807388315,84.41917882513204
132,26.819202807388315,84.42816197797323
133,26.819202807388315,84.43714513081443
134,26.819202807388315,84.44612828365563
135,26.81021965454712,84.41019567229084
136,26.81021965454712,84.41917882513204
137,26.81021965454712,84.42816197797323
138,26.81021965454712,84.43714513081443
139,26.81021965454712,84.44612828365563
140,26.81021965454712,84.45511143649682
141,26.80123650170593,84.27544837967291
142,26.80123650170593,84.41019567229084
143,26.80123650170593,84.41917882513204
144,26.80123650170593,84.42816197797323
145,26.80123650170593,84.43714513081443
146,26.80123650170593,84.44612828365563
147,26.80123650170593,84.45511143649682
148,26.80123650170593,84.46409458933802
149,26.79225334886473,84.26646522683171
150,26.79225334886473,84.27544837967291
151,26.79225334886473,84.2844315325141
152,26.79225334886473,84.41917882513204
153,26.79225334886473,84.42816197797323
154,26.79225334886473,84.43714513081443
155,26.79225334886473,84.44612828365563
156,26.79225334886473,84.45511143649682
157,26.79225334886473,84.46409458933802
158,26.783270196023533,84.25748207399052
159,26.783270196023533,84.26646522683171
160,26.783270196023533,84.27544837967291
161,26.783270196023533,84.2844315325141
162,26.783270196023533,84.2934146853553
163,26.783270196023533,84.42816197797323
164,26.783270196023533,84.43714513081443
165,26.783270196023533,84.44612828365563
166,26.783270196023533,84.45511143649682
167,26.77428704318234,84.26646522683171
168,26.77428704318234,84.27544837967291
169,26.77428704318234,84.2844315325141
170,26.77428704318234,84.44612828365563
171,26.765303890341144,84.27544837967291
172,26.765303890341144,84.6976565632091
173,26.756320737499948,84.6886734103679
174,26.756320737499948,84.6976565632091
175,26.756320737499948,84.70663971605029
176,26.747337584658755,84.6796902575267
177,26.747337584658755,84.6886734103679
178,26.747337584658755,84.6976565632091
179,26.747337584658755,84.70663971605029
180,26.747337584658755,84.71562286889147
181,26.73835443181756,84.64375764616192
182,26.73835443181756,84.6796902575267
183,26.73835443181756,84.6886734103679
184,26.73835443181756,84.6976565632091
185,26.73835443181756,84.70663971605029
186,26.73835443181756,84.71562286889147
187,26.72937127897636,84.63477449332072
188,26.72937127897636,84.64375764616192
189,26.72937127897636,84.65274079900311
190,26.72937127897636,84.6886734103679
191,26.72937127897636,84.6976565632091
192,26.72937127897636,84.70663971605029
193,26.72038812613517,84.62579134047952
194,26.72038812613517,84.63477449332072
195,26.72038812613517,84.64375764616192
196,26.72038812613517,84.65274079900311
197,26.72038812613517,84.66172395184431
198,26.72038812613517,84.6976565632091
199,26.711404973293973,84.63477449332072
200,26.711404973293973,84.64375764616192
201,26.711404973293973,84.65274079900311
202,26.702421820452777,84.64375764616192
203,26.702421820452777,84.76053863309745
204,26.702421820452777,84.8413870086682
205,26.693438667611584,84.75155548025626
206,26.693438667611584,84.76053863309745
207,26.693438667611584,84.76952178593865
208,26.693438667611584,84.83240385582701
209,26.693438667611584,84.8413870086682
210,26.693438667611584,84.8503701615094
211,26.684455514770388,84.74257232741506
212,26.684455514770388,84.75155548025626
213,26.684455514770388,84.76053863309745
214,26.684455514770388,84.76952178593865
215,26.684455514770388,84.77850493877985
216,26.684455514770388,84.82342070298581
217,26.684455514770388,84.83240385582701
218,26.684455514770388,84.8413870086682
219,26.684455514770388,84.8503701615094
220,26.684455514770388,84.8593533143506
221,26.67547236192919,84.75155548025626
222,26.67547236192919,84.76053863309745
223,26.67547236192919,84.76952178593865
224,26.67547236192919,84.83240385582701
225,26.67547236192919,84.8413870086682
226,26.67547236192919,84.8503701615094
227,26.666489209087995,84.74257232741506
228,26.666489209087995,84.75155548025626
229,26.666489209087995,84.76053863309745
230,26.666489209087995,84.76952178593865
231,26.666489209087995,84.77850493877985
232,26.666489209087995,84.8413870086682
233,26.6575060562468,84.74257232741506
234,26.6575060562468,84.75155548025626
235,26.6575060562468,84.76053863309745
236,26.6575060562468,84.76952178593865
237,26.64852290340561,84.73358917457386
238,26.64852290340561,84.74257232741506
239,26.64852290340561,84.75155548025626
240,26.64852290340561,84.76053863309745
241,26.64852290340561,84.76952178593865
242,26.63953975056441,84.74257232741506
243,26.63953975056441,84.75155548025626
244,26.63953975056441,84.76053863309745
245,26.630556597723217,84.75155548025626
246,26.56767452783485,84.92223538423897
247,26.558691374993654,84.91325223139778
248,26.558691374993654,84.92223538423897
249,26.558691374993654,84.93121853708017
250,26.54970822215246,84.90426907855658
251,26.54970822215246,84.91325223139778
252,26.54970822215246,84.92223538423897
253,26.54970822215246,84.93121853708017
254,26.54970822215246,84.94020168992135
255,26.540725069311264,84.91325223139778
256,26.540725069311264,84.92223538423897
257,26.540725069311264,84.93121853708017
258,26.531741916470068,84.92223538423897
259,26.52275876362887,86.95242792634909
260,26.51377561078768,86.9344616206667
261,26.51377561078768,86.94344477350789
262,26.51377561078768,86.95242792634909
263,26.504792457946483,84.56290927059116
264,26.504792457946483,86.9344616206667
265,26.504792457946483,86.94344477350789
266,26.495809305105286,84.55392611774997
267,26.495809305105286,84.56290927059116
268,26.495809305105286,84.57189242343236
269,26.495809305105286,86.9344616206667
270,26.486826152264094,84.54494296490877
271,26.486826152264094,84.55392611774997
272,26.486826152264094,84.56290927059116
273,26.486826152264094,84.57189242343236
274,26.486826152264094,84.58087557627356
275,26.486826152264094,84.64375764616192
276,26.477842999422897,84.55392611774997
277,26.477842999422897,84.56290927059116
278,26.477842999422897,84.57189242343236
279,26.477842999422897,84.62579134047952
280,26.477842999422897,84.63477449332072
281,26.477842999422897,84.64375764616192
282,26.477842999422897,84.65274079900311
283,26.4688598465817,84.56290927059116
284,26.4688598465817,84.61680818763833
285,26.4688598465817,84.62579134047952
286,26.4688598465817,84.63477449332072
287,26.4688598465817,84.64375764616192
288,26.4688598465817,84.65274079900311
289,26.4688598465817,84.66172395184431
290,26.4688598465817,85.04799952401571
291,26.4688598465817,85.05698267685689
292,26.459876693740508,84.60782503479713
293,26.459876693740508,84.61680818763833
294,26.459876693740508,84.62579134047952
295,26.459876693740508,84.63477449332072
296,26.459876693740508,84.64375764616192
297,26.459876693740508,84.65274079900311
298,26.459876693740508,85.03901637117451
299,26.459876693740508,85.04799952401571
300,26.459876693740508,85.05698267685689
301,26.459876693740508,85.06596582969809
302,26.459876693740508,88.21905247695761
303,26.45089354089931,84.61680818763833
304,26.45089354089931,84.62579134047952
305,26.45089354089931,84.63477449332072
306,26.45089354089931,84.64375764616192
307,26.45089354089931,84.65274079900311
308,26.45089354089931,85.03003321833332
309,26.45089354089931,85.03901637117451
310,26.45089354089931,85.04799952401571
311,26.45089354089931,85.05698267685689
312,26.45089354089931,85.06596582969809
313,26.45089354089931,85.07494898253928
314,26.45089354089931,86.88056270361953
315,26.441910388058115,84.62579134047952
316,26.441910388058115,84.63477449332072
317,26.441910388058115,84.64375764616192
318,26.441910388058115,84.71562286889147
319,26.441910388058115,84.72460602173267
320,26.441910388058115,85.03901637117451
321,26.441910388058115,85.04799952401571
322,26.441910388058115,85.05698267685689
323,26.441910388058115,85.06596582969809
324,26.441910388058115,85.07494898253928
325,26.441910388058115,85.08393213538048
326,26.441910388058115,86.87157955077834
327,26.441910388058115,86.88056270361953
328,26.441910388058115,86.88954585646071
329,26.441910388058115,88.23701878264
330,26.432927235216923,84.63477449332072
331,26.432927235216923,84.70663971605029
332,26.432927235216923,84.71562286889147
333,26.432927235216923,84.72460602173267
334,26.432927235216923,84.73358917457386
335,26.432927235216923,84.74257232741506
336,26.432927235216923,85.04799952401571
337,26.432927235216923,85.05698267685689
338,26.432927235216923,85.06596582969809
339,26.432927235216923,85.07494898253928
340,26.432927235216923,86.86259639793714
341,26.432927235216923,86.87157955077834
342,26.432927235216923,86.88056270361953
343,26.432927235216923,86.88954585646071
344,26.432927235216923,86.89852900930191
345,26.423944082375726,84.6976565632091
346,26.423944082375726,84.70663971605029
347,26.423944082375726,84.71562286889147
348,26.423944082375726,84.72460602173267
349,26.423944082375726,84.73358917457386
350,26.423944082375726,84.74257232741506
351,26.423944082375726,84.75155548025626
352,26.423944082375726,85.06596582969809
353,26.423944082375726,86.84463009225475
354,26.423944082375726,86.85361324509594
355,26.423944082375726,86.87157955077834
356,26.423944082375726,86.88056270361953
357,26.423944082375726,86.88954585646071
358,26.41496092953453,84.70663971605029
359,26.41496092953453,84.71562286889147
360,26.41496092953453,84.72460602173267
361,26.41496092953453,84.73358917457386
362,26.41496092953453,84.74257232741506
363,26.41496092953453,84.75155548025626
364,26.41496092953453,84.76053863309745
365,26.41496092953453,86.83564693941355
366,26.41496092953453,86.84463009225475
367,26.41496092953453,86.85361324509594
