id,shap_B11,shap_B12,shap_B2,shap_B3,shap_B4,shap_B5,shap_B6,shap_B8,shap_BSI,shap_BSI_Mean,shap_Clay_Ratio,shap_Iron_Ratio,shap_MNDWI,shap_MNDWI_Variance,shap_NDTI,shap_NDVI,shap_NDVI_Entropy,shap_NDVI_Variance,shap_NDWI,shap_dist_to_road_km
51,-0.36402103,-0.09388155,0.072513774,-1.1138643,0.012412036,-0.026376093,-0.4887078,-0.430864,-0.3030655,-0.189548,-1.1428813,-0.19999838,-0.23144163,0.13618322,-0.33974633,-0.677446,-0.012584166,-0.054112863,-0.72891104,-1.0679023
52,-0.41805238,-0.10509822,-0.0050650267,-1.1474133,0.0109658055,-0.06343935,-0.46820128,0.056732003,-0.0679606,-0.1485783,-1.0769614,-0.20296627,-0.09551353,-0.38688272,-0.31309092,-0.53209734,-0.2012211,-0.3491592,-0.6806755,-1.3014163
53,-0.2961753,-0.43473542,-0.027158022,0.15079859,0.017156834,-0.262448,-0.6296593,0.02795853,-0.4413115,0.017423239,0.08453312,-0.4892808,0.20279564,-0.5703889,0.01425059,-1.0209562,0.037098285,-0.1943691,-0.052671403,1.5482647
54,-0.3150986,-0.17347585,-0.09052433,0.1455994,0.16340616,-0.22930998,-0.30385613,0.37618276,-0.03296523,-0.1685497,0.5016025,-0.43426397,0.16369866,-0.022732697,0.12013918,-1.1586727,-0.17935914,-0.39690477,-0.013210192,1.1596937
55,-0.3360552,-0.13015369,-0.08781947,0.15446329,0.051621187,-0.051210742,-0.5643478,0.08448909,-0.11032107,-0.16528206,-0.004468023,0.002185923,-0.028443541,-0.13398227,0.010751361,-1.3336291,-0.27425966,-0.097885735,-0.06633263,0.93534076
56,-0.33355263,-0.36599886,0.11136566,0.04762401,0.03429476,-0.07415575,-0.2208862,0.33448973,-0.0020818873,-0.097184554,-1.2011119,-0.43159586,-0.045328096,-0.50251347,-0.36343008,-1.0439388,-0.29206744,-0.07377688,-0.23309667,0.0032051574
57,-0.28278157,-0.15462594,-0.034400832,0.17356977,0.14740479,-0.21639863,-0.31703618,0.37819973,0.24085192,-0.17625245,0.1717883,0.013336532,0.10790798,-0.057761744,-0.0042264243,-1.0647146,0.046774887,0.41018608,0.04983771,-0.9890886
58,-0.30105537,-0.30886912,0.16858417,0.39686146,0.021033045,0.20481576,-0.30654892,-0.6987409,-0.4211807,-0.2150565,-1.219181,0.24374779,0.14647044,-0.24854179,-0.43307182,-0.6582727,0.22735718,-0.23083009,-0.7685688,1.4299029
59,-0.40255332,-0.084930636,0.19088505,0.13719347,0.19663474,-0.17073187,-0.333661,-0.69230276,-0.38963518,-0.18212698,-1.0661619,-0.17119882,0.13866396,-0.4190722,-0.3807408,-0.75692457,0.2387914,0.08721872,-0.75932056,-0.17578213
60,-0.4356199,-0.089884564,-0.05155214,-1.3507711,0.010598253,-0.10048501,-0.26399112,0.3083171,-0.08914186,0.24471293,-1.162851,-0.30148393,-0.06394159,-0.09346267,-0.34352294,-0.6756556,0.2316365,0.312447,-0.6320012,-0.41048622
61,-0.37823242,-0.37477255,0.15817061,0.057753667,0.17226586,-0.013413907,-0.53809446,-0.5865726,-0.039424986,0.103967614,-1.1411753,-0.45588726,0.07223866,-0.45838633,-0.42148677,-0.87964785,-0.2610254,-0.23014523,-0.7530463,-0.23802961
62,-0.32966363,-0.3418264,0.14024945,0.12625623,0.06554434,-0.239688,-0.34981167,-0.6005396,-0.14373665,0.21076827,-1.1886628,-0.38899717,0.098014936,-0.059667036,-0.39441982,-0.7806388,-0.0016366057,-0.37198418,-0.6527737,-0.73175913
63,-0.34831598,-0.1671909,-0.10281718,0.13413933,0.17151389,-0.07883104,-0.5799307,0.39373204,-0.04225707,-0.10308426,0.07572076,-0.49402973,0.12695904,-0.5686315,0.025095815,-1.2506033,-0.2885506,-0.33328483,-0.024176499,1.4866011
64,-0.33074057,-0.3701123,0.20280118,0.078932345,0.019761588,-0.06804797,-0.2925119,0.38833854,-0.0785796,-0.19521737,-1.1602315,-0.21757495,-0.25558612,-0.29690376,-0.41280863,-1.0302637,0.01606844,0.2496574,-0.20040374,0.5437442
65,-0.25394648,-0.3301798,0.085426,-0.76246846,0.17104052,-0.018908532,-0.48884457,0.3162656,-0.428216,0.04362654,-1.107464,-0.45198596,-0.2259844,0.0556823,-0.30057263,-0.78062725,-0.26900208,-0.3934097,-0.6668231,-0.83604723
66,-0.2883288,-0.35477796,0.17183113,0.04572219,0.01924704,-0.24421516,-0.50563866,-0.28924462,-0.038499992,-0.0066449624,-1.2332532,-0.0042849686,-0.36583468,-0.32220295,-0.41587296,-0.7846166,0.2713594,-0.24904986,-0.7240157,1.0001332
67,-0.45448604,-0.06569382,-0.18652125,-1.3075023,-0.0012580045,-0.12347699,-0.49286243,0.33210135,0.005219928,0.27468804,-1.0731547,-0.12866126,-0.28143856,-0.39699224,-0.35320485,-0.75989014,-0.20038179,-0.35082385,-0.7389427,-0.2399368
68,-0.42584395,0.005387932,0.08687156,0.20267102,0.226288,-0.031969335,-0.3052754,0.3289345,0.07426398,0.2809243,-1.2617147,-0.26019382,0.14069226,0.015845928,-0.37951237,0.50276315,0.22005484,0.24174581,0.06501073,1.073319
69,-0.41690394,-0.37286365,0.18909612,0.11787162,0.114610955,-0.04850293,-0.43161193,0.23723397,0.020533463,0.016548518,0.13922662,-0.47098666,-0.07527785,0.09700809,0.061618887,-0.9033406,0.22770588,0.408355,-0.05781022,-0.38905427
70,-0.47615775,-0.4290263,0.06085008,0.08625548,0.10427524,-0.01972571,-0.5668478,0.07287966,-0.05480913,0.11685791,0.1354056,-0.3952962,0.18849209,-0.021082778,0.09541109,-0.72957265,0.09801766,0.4328017,-0.17518221,-0.29878727
71,-0.4160103,-0.0014037627,0.086677216,-1.003248,0.026416777,-0.052260216,-0.42656267,-0.5025076,-0.32653964,-0.21495546,-1.2311057,-0.25707406,0.08741122,-0.41863304,-0.38735196,-0.75949216,-0.23603232,-0.06702697,-0.7290287,-0.14228052
72,-0.3266906,-0.37829292,0.065915525,0.08593183,0.012037297,-0.07068327,-0.3796522,0.23801504,0.012116119,-0.17358604,-0.39561728,-0.45403188,-0.09941398,0.084540814,-0.17116915,-1.3286064,0.24711098,0.41356012,0.011620054,-0.36696124
73,-0.30868816,-0.38992468,0.20522912,0.085337386,0.052326765,-0.10061247,-0.5480539,0.09740705,0.09935713,0.026250208,-0.096383445,-0.43766087,-0.062316224,-0.49775872,-0.040602103,-0.66435444,0.27269927,0.45232132,-0.37449825,1.5276712
74,-0.3325287,-0.37271327,0.10108183,0.061872527,0.120159626,-0.052866377,-0.28449425,0.40475526,0.29949465,-0.029224755,-0.023774108,-0.58570707,0.09333665,-0.35350466,-0.026997069,-0.8730691,0.13249838,-0.38437182,-0.020439118,1.6645026
75,-0.25911272,-0.34057438,0.069392204,-0.5212614,0.1730679,-0.08229568,-0.5022969,0.0036590719,-0.062468164,0.0833488,-1.1248627,-0.40123594,-0.26728776,-0.036220346,-0.35085952,-0.7933258,0.012897818,-0.07556861,-0.67501664,-1.0484189
76,-0.42237905,-0.053040043,-0.042049654,-1.2236167,-0.0047672875,-0.09219841,-0.4062084,-0.53664917,-0.3276878,-0.1535547,-1.1938721,-0.22269157,-0.036159955,-0.037231587,-0.35743856,-0.68172526,-0.14299287,-0.25287366,-0.70370626,-0.104010455
77,-0.3620114,-0.36257464,0.09105559,0.06261744,0.168772,-0.08910134,-0.31380966,-0.5723247,-0.05919375,0.094972186,-1.1415387,-0.35217357,-0.19799274,-0.057327814,-0.39420506,-0.8753057,0.22518352,0.33420396,-0.7469228,-0.31887123
78,-0.38490278,-0.14193775,0.05371622,-0.53195924,0.18075001,-0.041221827,-0.4897874,0.054658,-0.043433808,0.07506498,-1.2162464,-0.45158857,-0.17652707,0.07696121,-0.3509485,-0.8436798,0.03753613,-0.01087651,-0.6661323,-0.85383564
79,-0.2900255,-0.352153,0.13734065,0.13791218,0.0038076686,-0.0074542454,-0.19774704,-0.23315859,-0.425287,0.01303287,-1.1587903,-0.41592595,0.09504008,0.045868706,-0.40310046,-0.6620595,0.2432232,0.36245272,-0.23528846,1.5280322
80,-0.27020574,-0.3611504,0.051195823,0.0668303,0.0114800865,-0.07338782,-0.303872,0.35323676,-0.0066689034,-0.06764195,-0.194732,-0.48210374,-0.055900358,-0.04202209,-0.022236984,-1.2791562,0.26374415,0.42831254,-0.04188209,-0.021762671
81,-0.3007225,-0.34299475,0.1899927,0.0631207,0.06708449,-0.23318185,-0.44218516,-0.06859798,-0.41571403,0.106924035,-1.1805266,-0.40953103,-0.089872755,0.1030728,-0.3692589,-0.77313685,0.025185198,-0.039777704,-0.59095436,-0.97416806
82,-0.41898733,-0.3656158,0.19987355,0.09091026,0.20501286,-0.0016829893,-0.22828628,0.43753186,-0.15928411,0.00038830563,-1.1287684,-0.33965823,0.06411432,0.106914654,-0.34338942,-0.7306898,0.22315921,0.3402657,-0.1644732,-0.28413105
83,-0.3634791,-0.37633657,0.10436651,0.029986002,0.04371203,-0.09845552,-0.51866204,-0.26916745,-0.14241767,0.11615417,-1.0944586,-0.4078858,-0.110822625,-0.24518909,-0.3929042,-0.8761111,-0.24370232,-0.19942121,-0.71839565,-0.2864359
84,0.40584123,0.33228388,0.18293352,-0.62553865,0.17254674,-0.11799031,0.44716105,0.40448833,-0.16536593,0.07560804,-1.2958804,-0.18879375,-0.019132549,-0.3732504,-0.3884557,0.5181024,-0.1970551,-0.22003564,0.073994905,0.8998844
85,-0.4539862,-0.059198722,0.07747811,0.10684674,0.048040617,-0.004534728,-0.33030686,0.3756078,-0.03993133,0.15887026,-1.1776496,-0.3755408,0.1610825,0.09842896,-0.39111477,-0.6752801,0.22834398,0.37344024,-0.13996044,1.0927718
86,-0.32918584,-0.3136272,0.035274893,0.022863084,-0.00016342942,-0.25846136,-0.5773293,0.08957654,-0.10358799,-0.071222566,-0.09550605,-0.3908617,-0.40876272,-0.5183185,-0.032739736,-0.79597265,-0.008546432,0.4563565,-0.45571494,0.53385645
87,-0.31578538,-0.36107367,0.109772235,-0.00856032,0.07949321,-0.2445205,-0.48386538,-0.31153837,-0.45168307,-0.050626427,-1.2115028,-0.38863105,-0.30880615,-0.04601882,-0.421441,-0.80088687,0.023380212,-0.17536019,-0.67986375,0.33619756
88,0.36042818,0.17134638,0.012650944,0.27718422,0.14243892,-0.057542384,0.54283947,0.49013045,-0.15069622,0.19881922,-0.11800271,-0.12639877,0.08294292,0.08702979,0.045420416,0.77185816,-0.21400067,-0.27514294,0.53489476,-1.4488242
89,-0.45437008,-0.33705693,-0.04349391,0.4167919,0.10826576,-0.062046032,-0.48016945,-0.073007725,-0.5583379,-0.03755284,0.12526724,-0.5734494,0.043959476,-0.05903544,-0.005299839,0.15309323,0.10521275,0.2945139,-0.11736192,-1.3424517
90,-0.13324603,-0.108055145,-0.043805122,0.1810064,0.12378186,-0.013534243,-0.33228844,-0.5533814,-0.43064514,-0.013376808,-0.35454026,-0.50769943,-0.11047109,0.02863403,-0.2024439,-0.7351263,0.010987416,-0.2994166,-0.40920997,-0.3430834
91,-0.38163608,-0.14750747,-0.08883685,0.29077837,-0.14915581,0.0054428047,-0.5660325,0.29868898,0.031466164,-0.17759211,0.0119670285,-0.021503128,0.081577644,-0.111528,-0.0120847095,-1.230443,-0.14136095,-0.42192015,0.00850915,-0.38154918
92,-0.35193005,0.01800339,-0.024511788,0.2727063,0.050364044,-0.011592042,-0.23368998,0.316294,-0.48416725,-0.013892202,0.11033308,-0.18969306,0.10100354,-0.018080596,0.038426667,0.48716983,0.19134775,0.2618767,0.09871449,-0.0771785
93,-0.25135812,0.149677,-0.000974291,0.40297744,-0.19989614,0.13218582,-0.38766304,0.050643098,0.0918967,0.10349143,0.6928911,-0.5916985,0.21713015,-0.07154495,0.2641682,-0.9997675,0.0013188045,0.3953933,0.041377038,-1.3633276
94,-0.40118933,-0.36954132,-0.06725957,0.33998638,0.024226787,-0.21868564,-0.5361103,0.023171796,-0.10996264,0.06069746,0.115578786,-0.37076387,0.1486184,-0.4350082,0.0641337,-0.61639357,0.27435496,0.4910175,-0.030709352,-1.5799559
95,-0.3596399,-0.37058958,0.0597451,0.026625674,0.07204124,-0.2438154,-0.4337533,-0.48269847,-0.42561236,-0.056284085,-1.0980397,-0.46136907,-0.32486546,0.07610393,-0.38699752,-0.9187759,-0.24749365,-0.04859636,-0.7361844,-0.3024003
96,-0.31105933,-0.36769754,0.04635563,0.02055018,0.07499698,-0.07445434,-0.38001648,0.04057884,0.05892896,-0.054370075,-1.2126194,-0.17707154,-0.17334773,-0.49732313,-0.39404953,-0.80804396,-0.002548526,-0.25095665,-0.19172642,0.14057805
97,-0.2897511,-0.35907012,-0.05768844,0.21560752,0.14427911,-0.1684197,-0.5606568,0.33521077,0.0630624,-0.09106193,0.11521489,-0.5879738,0.19885202,-0.03620356,0.0045069903,-1.22124,0.2765013,0.4306464,-0.014961702,-1.0535775
98,-0.39393964,-0.048683986,0.060381085,-0.79787725,0.023204176,-0.058813125,-0.49533924,0.117850766,-0.3622979,-0.20041092,-1.2530378,-0.2228221,0.14270818,-0.07294147,-0.3870236,-0.7507307,0.19799942,-0.30737156,-0.73780394,-0.15976097
