id,dist_to_infra_km
0,0.5084981650260293
1,0.05063204326848751
2,0.23127114903422424
3,0.11361095191386872
4,0.1788949396841064
5,0.23260523347748063
6,0.3004392310978072
7,0.029733345049982655
8,0.2916294016663268
9,0.18734367022158696
10,0.7550747703967935
11,0.028208651234250218
12,0.0
13,0.08088666442052793
14,0.27138358005505514
15,0.6140738228333961
16,0.9478741115005999
17,0.6209463948442575
18,0.054827762788460514
19,0.054827762788460514
20,0.7185673668271787
21,0.8833207319428439
22,0.23936787481236385
23,0.16951964786048307
24,0.31539486795046645
25,1.0400275623483908
26,0.4611432982051156
27,0.40510476075639984
28,0.09308750687147482
29,0.14597782290565042
30,0.05947142663445614
31,0.7907687295244735
32,0.33853077456436426
33,0.5705301013263632
34,1.207845272354896
35,0.28289152948529367
36,0.27335310325612444
37,0.17491767799893207
38,0.9517114905824995
39,1.2879369894957744
40,0.42495289866020675
41,1.7351528278463761
42,0.38195268001362725
43,0.4562757889239429
44,0.06584374148346601
45,0.0602317711570386
46,0.0506582204069567
47,0.8461068110393958
48,0.913871494391366
49,0.03762947375292239
50,0.8937495127259106
51,1.3041178867435315
52,1.9025978889295627
53,0.40470635070493194
54,0.472826734128144
55,0.31992652578846315
56,0.6674852129151995
57,1.12935392449563
58,0.35471989562658096
59,0.09456908692830661
60,0.7311375631843389
61,0.013307715474028415
62,0.7412702286583089
63,0.4050824004000811
64,0.26214195005290375
65,0.9024973039116572
66,0.46724905873831973
67,0.10180053404572409
68,0.31341725204346843
69,0.08676939878770051
70,0.02104550146026146
71,0.6973654842489885
72,0.0
73,0.38599997086598975
74,0.43181758701046213
75,1.2385547105627301
76,0.6554842729696844
77,0.0758836277890736
78,0.8751165863665747
79,0.4459813612905032
80,0.6881759644361674
81,1.0279094039130554
82,0.17356617947759082
83,0.08097642758068836
84,0.23306281655111832
85,0.3326779161843299
86,0.2375814176723284
87,0.5230960000735703
88,1.3904564009205838
89,1.2926609953555395
90,0.028241067875239535
91,0.08097961725047964
92,0.17281236364762786
93,1.7221812970272097
94,2.2370231425521108
95,0.16031566618233645
96,0.6139623791293282
97,1.1453149420697872
98,0.09461758079317927
99,0.8047631265755346
100,0.0
101,0.0
102,0.9372129842225886
103,0.7354375668186323
104,0.14707545849230813
105,0.06028888141110065
106,0.10735368929716801
107,1.3677725901062097
108,0.8946602722864233
109,0.8590697235480902
110,0.3288836569957029
111,1.7723633275378459
112,0.0
113,0.17591065707559084
114,0.02663326625823486
115,1.021391978616554
116,0.2745401963506099
117,0.0
118,0.009416651047775235
119,0.3874582888592964
120,0.8814854712800893
121,0.2658536913914126
122,0.0
123,0.05650212538781037
124,0.029779234810984226
125,1.1078950356022492
126,0.9088635535402756
127,0.9056376764877987
128,1.7373916257538549
129,0.11352434366116693
130,0.36133988041477183
131,0.009428049370320418
132,0.3030204988476238
133,0.2679955164975582
134,0.1852317801098691
135,0.009428414727432229
136,0.5676657383422667
137,0.6805460838617188
138,0.6905308124316254
139,0.7040444189276996
140,0.12579074195066206
141,0.43983012301270935
142,0.2093529013743129
143,0.9765959228655511
144,0.15805516204755204
145,0.2589054528951029
146,0.5147112449815423
147,0.06600146332476835
148,0.18881118187038606
149,0.09286631621353758
150,0.409055428869156
151,0.832011925107518
152,0.829979101832546
153,0.543383928308527
154,0.028287437411250425
155,0.27538917620684955
156,0.1166320923246341
157,0.2076553958734609
